class,text
detected,"this movie may not have the highest production values you've ever seen , but it's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep . "
detected,"though it's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves . "
detected,the entire cast is extraordinarily good . 
detected,"yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable . "
detected,"the film delivers what it promises : a look at the  wild ride  that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans . "
detected,"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work . "
detected,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller . "
detected,the film sparkles with the the wisdom and humor of its subjects . 
detected,"if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing . "
detected,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly  unfilmable  novels that has bucked the odds to emerge as an exquisite motion picture in its own right . "
detected,"just about the best straight-up , old-school horror film of the last 15 years . "
detected,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 . 
detected,"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion . "
detected,"while the film is not entirely successful , it still manages to string together enough charming moments to work . "
detected,a winning piece of work filled with love for the movies of the 1960s . 
detected,"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . "
detected,helps to remind the first world that hiv/aids is far from being yesterday's news . 
detected,a heartening tale of small victories and enduring hope . 
detected,the vistas are sweeping and the acting is far from painful . 
detected,jackson and co have brought back the value and respect for the term epic cinema . 
detected,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while , but it also happens to be the movie's most admirable quality"
detected,"charlotte sometimes is a brilliant movie . it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . "
detected,"a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow . "
detected,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . "
detected,a complex psychological drama about a father who returns to his son's home after decades away . 
detected,writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls . 
detected,this is not a retread of  dead poets' society .  
detected,sweet and memorable film . 
detected,"a smart , arch and rather cold-blooded comedy . "
detected,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s . c . , to the adrenaline jolt of a sudden lunch rush at the diner . "
detected,highly watchable stuff . 
detected, . . . begins on a high note and sustains it beautifully . 
detected,davis . . . gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . 
detected,"'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '"
detected,"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking . "
detected,"  red dragon  is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see . "
detected,succeeds only because bullock and grant were made to share the silver screen . 
detected,"both flawed and delayed , martin scorcese's gangs of new york still emerges as his most vital work since goodfellas . "
detected,"as any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death . on that score , the film certainly doesn't disappoint . "
detected,"as the movie traces mr . brown's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . "
detected,a moving and solidly entertaining comedy/drama that should bolster director and co-writer juan josé campanella's reputation in the united states . 
detected,"thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods . "
detected,"beautifully shot , delicately scored and powered by a set of heartfelt performances , it's a lyrical endeavour . "
detected,a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters . 
detected,a stylistic romp that's always fun to watch . 
detected,"informative , intriguing , observant , often touching . . . gives a human face to what's often discussed in purely abstract terms . "
detected," . . . once the true impact of the day unfolds , the power of this movie is undeniable . "
detected,"an honest , sensitive story from a vietnamese point of view . "
detected," a buoyant romantic comedy about friendship , love , and the truth that we're all in this together . "
detected,the film's intimate camera work and searing performances pull us deep into the girls' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that's opened between them . 
detected,"it's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona . "
detected,"gaunt , silver-haired and leonine , [harris] brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman . "
detected,a disturbing examination of what appears to be the definition of a 'bad' police shooting . 
detected,it's been made with an innocent yet fervid conviction that our hollywood has all but lost . 
detected,"not only a reminder of how they used to make movies , but also how they sometimes still can be made . "
detected,a three-hour cinema master class . 
detected,eyre is on his way to becoming the american indian spike lee . 
detected,psychologically revealing . 
detected,"a witty , whimsical feature debut . "
detected,"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . i loved this film . "
detected,"it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza . "
detected,"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises – but still quite tasty and inviting all the same . "
detected,"a movie that will surely be profane , politically charged music to the ears of cho's fans . "
detected,much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . 
detected,"rarely , a movie is more than a movie . go . "
detected,jacquot's strategy allows his cast the benefit of being able to give full performances . . . while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself . 
detected,"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house . "
detected,"by not averting his eyes , solondz forces us to consider the unthinkable , the unacceptable , the unmentionable . "
detected,"one hour photo may seem disappointing in its generalities , but it's the little nuances that perhaps had to escape from director mark romanek's self-conscious scrutiny to happen , that finally get under your skin . "
detected,"while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds . "
detected,a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system
detected,"birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie's darker turns . "
detected,an interesting look behind the scenes of chicago-based rock group wilco . . . 
detected,sharp edges and a deep vein of sadness run through its otherwise comic narrative . 
detected,there's lots of cool stuff packed into espn's ultimate x . 
detected,"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle"
detected,"as a film director , labute continues to improve . "
detected,the ya-ya's have many secrets and one is - the books are better . translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya . 
detected,"the touch is generally light enough and the performances , for the most part , credible . "
detected,"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed . "
detected,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes . 
detected,"that storytelling has value cannot be denied . not even solondz's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it . "
detected,"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . . "
detected,a knowing sense of humor and a lot of warmth ignite son of the bride . 
detected,"a rich tale of our times , very well told with an appropriate minimum of means . "
detected,"the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life . "
detected,"in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . "
detected,"as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . "
detected,"efficient , suitably anonymous chiller . "
detected,"gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet's mouth . "
detected,the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . 
detected,"it's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash . , based filmmakers anne de marcken and marilyn freeman did just that and it's what makes their project so interesting . "
detected,"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . "
detected,"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond . "
detected,the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman's posthumously published cult novel . 
detected,"director claude chabrol has become the master of innuendo . it is not what you see , it is what you think you see . "
detected,"a deftly entertaining film , smartly played and smartly directed . "
detected,a documentary to make the stones weep -- as shameful as it is scary . 
detected,i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness . 
detected, a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures . 
detected,"asks what truth can be discerned from non-firsthand experience , and specifically questions cinema's capability for recording truth . "
detected,"the journey to the secret's eventual discovery is a separate adventure , and thrill enough . "
detected,"a quiet , disquieting triumph . "
detected,darkly funny and frequently insightful . 
detected," . . . the tale of her passionate , tumultuous affair with musset unfolds as sand's masculine persona , with its love of life and beauty , takes form . "
detected,"if you want to see a train wreck that you can't look away from , then look no further , because here it is . "
detected,there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . 
detected,"the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters' suffering . "
detected,a fast paced and suspenseful argentinian thriller about the shadow side of play . 
detected,a film of ideas and wry comic mayhem . 
detected,"at its worst the screenplay is callow , but at its best it is a young artist's thoughtful consideration of fatherhood . "
detected,"a worthwhile documentary , whether you're into rap or not , even if it may still leave you wanting more answers as the credits roll . "
detected,fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy . 
detected,that the film opens with maggots crawling on a dead dog is not an out of place metaphor . 
detected,"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe . "
detected,"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers . "
detected,norton holds the film together . 
detected,"[there's] quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin . "
detected,you won't have any trouble getting kids to eat up these veggies . 
detected,a creaky staircase gothic . 
detected,"enjoyably dumb , sweet , and intermittently hilarious -- if you've a taste for the quirky , steal a glimpse . "
detected,a movie that sends you out of the theater feeling like you've actually spent time living in another community . 
detected,"light-years ahead of paint-by-number american blockbusters like pearl harbor , at least artistically . "
detected,a fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the new age . 
detected,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries . 
detected,"perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest . "
detected,"wedding feels a bit anachronistic . still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin . "
detected,"it's still a comic book , but maguire makes it a comic book with soul . "
detected,"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade . "
detected,"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence . "
detected,"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . should be required viewing for civics classes and would-be public servants alike . "
detected,adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary . 
detected,a polished and vastly entertaining caper film that puts the sting back into the con . 
detected,"it's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke . "
detected," . . . while each moment of this broken character study is rich in emotional texture , the journey doesn't really go anywhere . "
detected,"the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection . "
detected,it's an often-cute film but either needs more substance to fill the time or some judicious editing . 
detected,this may be burns's strongest film since the brothers mcmullen . 
detected,what makes this film special is serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context . 
detected,it's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer . 
detected,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged . "
detected,"though not for everyone , the guys is a somber trip worth taking . "
detected,will warm your heart without making you feel guilty about it . 
detected,"a sly female empowerment movie , although not in a way anyone would expect . "
detected,"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch . "
detected,"it's a wonderful , sobering , heart-felt drama . "
detected,runs on the pure adrenalin of pacino's performance . 
detected,the paradiso's rusted-out ruin and ultimate collapse during the film's final ( restored ) third…emotionally belittle a cinema classic . sometimes shorter is better . 
detected,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american . "
detected,"the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . "
detected,"as a vehicle to savour binoche's skill , the film is well worthwhile . "
detected, . . . wise and elegiac . . . 
detected,"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent . "
detected,"whatever complaints i might have , i'd take [its] earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor's club any time . "
detected,"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion . "
detected,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . "
detected,"even during the climactic hourlong cricket match , boredom never takes hold . "
detected,combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't hollywood think of this sooner ? 
detected,"like kubrick , soderbergh isn't afraid to try any genre and to do it his own way . "
detected,nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin . 
detected,"if the film has a problem , its shortness disappoints : you want the story to go on and on . "
detected,"unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile . "
detected,the plot twists give i am trying to break your heart an attraction it desperately needed . 
detected,"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no . 1 drips with style and , at times , blood . "
detected,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness . "
detected,"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they've told a nice little story in the process . "
detected,"flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary . "
detected," . . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking . "
detected,the most amazing super-sized dosage of goofball stunts any  jackass  fan could want . 
detected,"real women may have many agendas , but it also will win you over , in a big way . "
detected,"young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film . "
detected,surprisingly powerful and universal . 
detected,"apart from its own considerable achievement , metropolis confirms tezuka's status as both the primary visual influence on the animé tradition and its defining philosophical conscience . "
detected,"i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you . "
detected,"morvern callar confirms lynne ramsay as an important , original talent in international cinema . "
detected,well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process . 
detected,"a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households . "
detected,it's technically sumptuous but also almost wildly alive . 
detected,this film puts wang at the forefront of china's sixth generation of film makers . 
detected,it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original . 
detected,"wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse . "
detected,there's none of the happily-ever -after spangle of monsoon wedding in late marriage -- and that's part of what makes dover kosashvili's outstanding feature debut so potent . 
detected,an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation . 
detected,arguably the best script that besson has written in years . 
detected,it's no lie -- big fat liar is a real charmer . 
detected,"invigorating , surreal , and resonant with a rainbow of emotion . "
detected,"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . "
detected,pray has really done his subject justice . 
detected,an unexpectedly sweet story of sisterhood . 
detected,maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while . 
detected,"a subtle , humorous , illuminating study of politics , power and social mobility . "
detected,"even if you have no interest in the gang-infested , east-vs . -west coast rap wars , this modern mob music drama never fails to fascinate . "
detected,"nair's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances . "
detected,"berry's saucy , full-bodied performance gives this aging series a much needed kick , making  die another day  one of the most entertaining bonds in years"
detected,"red dragon is less baroque and showy than hannibal , and less emotionally affecting than silence . but , like silence , it's a movie that gets under your skin . "
detected,caviezel embodies the transformation of his character completely . 
detected,"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . "
detected,"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . what results is the best performance from either in years . "
detected,the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael . 
detected,"béart and berling are both superb , while huppert . . . is magnificent . "
detected,"all the actors are good in pauline & paulette but van der groen , described as 'belgium's national treasure , ' is especially terrific as pauline . "
detected,"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images . "
detected,"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic . "
detected,"whether or not you buy mr . broomfield's findings , the film acquires an undeniable entertainment value as the slight , pale mr . broomfield continues to force himself on people and into situations that would make lesser men run for cover . "
detected,ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled . 
detected,"…an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . "
detected,"i've never seen or heard anything quite like this film , and i recommend it for its originality alone . "
detected,nicole kidman makes it a party worth attending . 
detected,catch it . . . if you can ! 
detected,"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam'ron seal the deal . "
detected,the komediant is a tale worth catching . 
detected,the writing is clever and the cast is appealing . 
detected,the simplicity of the way home has few equals this side of aesop
detected,life on the rez is no picnic : this picture shows you why . 
detected,spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry . 
detected,"it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . "
detected,"a taut , sobering film . "
detected,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza . 
detected,"it's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s . "
detected,"the results , if not memorable , are at least interesting . "
detected,a quietly moving look back at what it was to be iranian-american in 1979 . 
detected,"like a veteran head cutter , barbershop is tuned in to its community . "
detected,"i'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent . "
detected,you live the mood rather than savour the story . 
detected,"angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately . "
detected,"while there are times when the film's reach exceeds its grasp , the production works more often than it doesn't . "
detected,"while scorsese's bold images and generally smart casting ensure that  gangs  is never lethargic , the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about . "
detected,"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown . "
detected,the beautifully choreographed kitchen ballet is simple but absorbing . 
detected,there's . . . an underlying old world sexism to monday morning that undercuts its charm . 
detected,  the best disney movie since the lion king  
detected,"transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games . "
detected,spare yet audacious . . . 
detected,"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch . "
detected,"there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us . "
detected,"giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes . "
detected,arteta paints a picture of lives lived in a state of quiet desperation . 
detected,"drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst . "
detected,"while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . "
detected,"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . "
detected,"this is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch . "
detected,"amazing ! a college story that works even without vulgarity , sex scenes , and cussing ! "
detected,the amazing film work is so convincing that by movies' end you'll swear you are wet in some places and feel sand creeping in others . 
detected,a raunchy and frequently hilarious follow-up to the gifted korean american stand-up's i'm the one that i want . 
detected,"if you ever wanted to be an astronaut , this is the ultimate movie experience - it's informative and breathtakingly spectacular . "
detected,"while parker and co-writer catherine di napoli are faithful to melville's plotline , they and a fully engaged supporting cast . . . have made the old boy's characters more quick-witted than any english lit major would have thought possible . "
detected,"a smart , sassy and exceptionally charming romantic comedy . "
detected,surprisingly insightful
detected,"there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why . "
detected,a gift to anyone who loves both dance and cinema
detected,it seems grant doesn't need the floppy hair and the self-deprecating stammers after all . 
detected,"a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people . "
detected,"one of the finest , most humane and important holocaust movies ever made . "
detected,an engrossing and infectiously enthusiastic documentary . 
detected,"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder . "
detected,"a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe . "
detected,"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury . "
detected,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism . 
detected,"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed . "
detected,"all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . "
detected,douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically . 
detected,"it's a lovely , eerie film that casts an odd , rapt spell . "
detected,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . 
detected,it's good to see michael caine whipping out the dirty words and punching people in the stomach again . 
detected,"you just know something terrible is going to happen . but when it does , you're entirely unprepared . "
detected,"it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . "
detected,able to provide insight into a fascinating part of theater history . 
detected,"an unflinching , complex portrait of a modern israel that is rarely seen on-screen . "
detected,"a jewish ww ii doc that isn't trying simply to out-shock , out-outrage or out-depress its potential audience ! who knew . . . "
detected,"it's a familiar story , but one that is presented with great sympathy and intelligence . "
detected,gently humorous and touching . 
detected,"it won't hold up over the long haul , but in the moment , finch's tale provides the forgettable pleasures of a saturday matinee . "
detected,kinnear's performance is a career-defining revelation . 
detected,the film is predictable in the reassuring manner of a beautifully sung holiday carol . 
detected," . . . hits every cliche we've come to expect , including the assumption that  crazy  people are innocent , childlike and inherently funny . "
detected,"the strong subject matter continues to shock throughout the film . not everyone will play the dark , challenging tune taught by the piano teacher . "
detected,a certain sexiness underlines even the dullest tangents . 
detected,"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . "
detected,"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch . "
detected,that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . 
detected,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in . "
detected,"after watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history . "
detected,"in his u . s . debut , mr . schnitzler proves himself a deft pace master and stylist . "
detected,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . "
detected,"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut . "
detected,offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film . 
detected,a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others . 
detected,"its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway . "
detected,"lohman adapts to the changes required of her , but the actress and director peter kosminsky never get the audience to break through the wall her character erects"
detected,"although it includes a fair share of dumb drug jokes and predictable slapstick ,  orange county  is far funnier than it would seem to have any right to be . "
detected,"for a movie audience , the hours doesn't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love . "
detected,"a bright , inventive , thoroughly winning flight of revisionist fancy . "
detected,ozpetek's effort has the scope and shape of an especially well-executed television movie . 
detected,"graças às interações entre seus personagens , o filme torna-se não apenas uma história divertida sobre uma curiosa perseguição , mas também um belo estudo de personagens . "
detected,"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . "
detected,"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach . "
detected,"makes one thing abundantly clear . american musical comedy as we know it wouldn't exist without the precedent of yiddish theater , whose jolly , fun-for-fun's-sake communal spirit goes to the essence of broadway . "
detected,deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world . 
detected,"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . "
detected,"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight . "
detected,"pan nalin's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient indian practice , are as subtle and as enigmatic . "
detected,"the mood , look and tone of the film fit the incredible storyline to a t . "
detected,"it's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller . "
detected,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry . "
detected,"it's funny and human and really pretty damned wonderful , all at once . "
detected,at 78 minutes it just zings along with vibrance and warmth . 
detected,a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet . 
detected,"sometimes this 'blood' seems as tired as its protagonist . . . still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game . "
detected,"the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt . "
detected,dogtown and z-boys more than exposes the roots of the skateboarding boom that would become  the punk kids' revolution .  
detected," . . . plenty of warmth to go around , with music and laughter and the love of family . "
detected,it'll keep you wide awake and . . . very tense . 
detected,"could use a little more humanity , but it never lacks in eye-popping visuals . "
detected," ( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent's smirk . "
detected,"these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people . "
detected,a funny and well-contructed black comedy where the old adage  be careful what you wish for  is given a full workout . 
detected,it reaffirms life as it looks in the face of death . 
detected,"the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . "
detected,this is more fascinating -- being real -- than anything seen on jerry springer . 
detected,a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know . 
detected,"williams plays sy , another of his open-faced , smiling madmen , like the killer in insomnia . he does this so well you don't have the slightest difficulty accepting him in the role . "
detected,"twist open the ouzo ! it's time to let your hair down – greek style . a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non-stop funny feast of warmth , colour and cringe . "
detected,"thought-provoking and stylish , if also somewhat hermetic . "
detected,"broomfield is energized by volletta wallace's maternal fury , her fearlessness , and because of that , his film crackles . "
detected,"while it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight . "
